x, y
0.2185792349726776, 0
0.6284153005464481, 0
0.7103825136612022, 0.17942583732057404
0.7377049180327868, 0.5382775119617201
0.819672131147541, 2.404306220095695
0.8743169398907104, 11.016746411483254
0.9289617486338797, 11.662679425837322
1.010928961748634, 11.160287081339712
1.010928961748634, 10.299043062200958
1.1475409836065573, 1.9377990430622014
1.2021857923497268, 0.28708133971291766
1.2568306010928962, 0.03588516746411522
1.3387978142076502, 0.03588516746411522
1.4754098360655736, 0.21531100478468723
1.5846994535519126, 0.5382775119617201
1.6666666666666665, 0.8971291866028702
1.7486338797814207, 1.1124401913875575
1.8032786885245902, 1.1483253588516726
1.9125683060109289, 0.9688995215310987
1.994535519125683, 0.7535885167464115
2.158469945355191, 0.3947368421052613
2.3224043715846996, 0.2511961722488025
2.4863387978142075, 0.21531100478468723
2.650273224043716, 0.3229665071770329
2.7868852459016393, 0.5382775119617201
2.9234972677595628, 0.8253588516746398
3.087431693989071, 1.2200956937799052
3.1967213114754096, 1.4712918660287078
3.333333333333333, 1.4712918660287078
3.551912568306011, 1.2918660287081336
3.7704918032786883, 1.0765550239234423
4.043715846994536, 0.9688995215310987
4.371584699453551, 0.9688995215310987
4.644808743169399, 0.9330143540669834
4.918032786885246, 0.9330143540669834
5.163934426229508, 0.9688995215310987
5.491803278688525, 0.9688995215310987
5.956284153005464, 0.9688995215310987
6.420765027322404, 0.9688995215310987
6.693989071038251, 0.9688995215310987
6.885245901639344, 1.004784688995214
7.26775956284153, 1.004784688995214
7.786885245901639, 0.9688995215310987
8.142076502732241, 0.9688995215310987
8.633879781420765, 0.9688995215310987
9.07103825136612, 1.004784688995214
9.53551912568306, 1.004784688995214
10.300546448087431, 1.004784688995214
10.92896174863388, 1.004784688995214
